"ID.point","Station","Date","Long","Lat","Elevation","CE","DQO","OD","pH","SST","T.","Turb","NT","PT"
20169,27601,"14/4/2011 ",-73.635361111111,4.235333333333,523,93.1,10,7.9,7.18,150,20.8,110,0.5,0.18
20170,19668,"13/4/2011 ",-76.623972222222,3.117555555556,1034,64.8,25,8,7.2,620,18.3,530,0.89,0.51
20171,27658,"13/4/2011 ",-76.599083333333,3.091694444444,986.677,60.2,18,7.4,7.12,580,21.6,450,0.6,0.4
20172,27672,"13/4/2011 ",-76.5,3.2,964,60.5,32,6.8,6.94,550,21.4,450,0.81,0.41
20173,8545,"14/4/2011 ",-76.472555555556,3.377722222222,990,169,10,4.6,7.27,18,24.9,34,0.86,0.11
20174,27936,"14/4/2011 ",-76.475383333333,3.451608333333,950.378,97.5,58,6.3,7.03,1090,22.6,670,1.8,1.1
20175,8565,"15/4/2011 ",-76.340166666667,3.902,969,103,37,7.6,7.92,750,19.8,480,0.75,0.41
20176,8589,"14/4/2011 ",-75.364611111111,7.581277777778,93,85.4,10,6.3,7.61,550,25.5,390,0.5,0.64
20177,8767,"14/4/2011 ",-74.266666666667,4.55,2538,412,110,0,6.82,360,19.8,270,11,1.8
20178,8789,"14/4/2011 ",-74.439444444444,4.602111111111,712,490,150,6,7.94,1050,21.9,700,15,3.3
20179,27597,"14/4/2011 ",-74.608527777778,4.454861111111,361,471,120,6.4,7.72,1340,23.8,1060,14,3.4
20180,8714,"15/4/2011 ",-74.776944444444,4.281944444444,359,122.1,37,5.9,7.29,470,25,520,1.5,0.77
20181,27882,"15/4/2011 ",-74.816666666667,4.283333333333,257,149.2,45,6.2,7.32,920,24.5,730,2.3,1.7
20182,27717,"16/4/2011 ",-74.833333333333,4.3,425,676,200,4,7.17,3320,27.4,3220,16,1.6
20183,8876,"16/4/2011 ",-74.744444444444,4.248055555556,345,52.6,34,7.8,7.14,470,22.4,400,1.3,0.8
20184,8739,"16/4/2011 ",-74.620555555556,4.232555555556,405,46.4,26,7.3,7.31,170,21.8,220,0.74,0.45
20185,8592,"16/4/2011 ",-76.2755,4.118583333333,924,80.9,32,7.7,7.32,1060,21.2,780,1.1,0.55
20186,8591,"16/4/2011 ",-76.245805555556,4.150277777778,955,192,60,7.7,7.73,2560,19.1,1820,2.5,1.5
20187,8570,"15/4/2011 ",-75.209166666667,7.956944444444,61,92.1,11,2.8,6.24,55,27.8,87,0.5,0.13
20188,8808,"14/4/2011 ",-77.478916666667,1.624055555556,391,155,21,6.8,6.63,3610,26.4,1400,2.6,2.7
20189,8799,"13/4/2011 ",-77.429361111111,1.594277777778,450,117.2,110,7.1,6.49,2710,24.9,2880,4.3,4.6
20190,27645,"13/4/2011 ",-75.379972222222,6.143388888889,2083,12.59,10,5.2,6.84,33,18.5,38,0.5,0.08
20213,8574,"16/4/2011 ",-74.764722222222,8.097638888889,37,50,15,6,6.84,360,26.4,320,0.52,0.33
20214,8553,"17/4/2011 ",-76.172333333333,4.304777777778,951,143,33,7.9,7.69,1220,18.2,870,0.98,0.62
20216,8551,"18/4/2011 ",-76.423138888889,3.683194444444,957,226,41,7.8,7.67,810,19.2,370,0.59,0.96
20217,27412,"17/4/2011 ",-74.553694444444,8.560138888889,24.313,99.7,25,6,7.33,510,28.2,630,0.84,1.3
20218,8555,"18/4/2011 ",-74.469444444444,8.8725,17,98.1,23,5.1,7.31,630,27.8,550,0.69,0.42
20219,19667,"19/4/2011 ",-76.456722222222,3.596805555556,1035,277,110,5.3,7.36,1620,20.8,1140,3.5,1.5
20220,8554,"19/4/2011 ",-76.493583333333,3.505333333333,970,117,15,7.4,7.43,58,18.1,46,0.5,0.15
20230,27731,"28/4/2011 ",-74.876833333333,3.328138888889,730,91.3,21,6.5,7.47,130,24.1,130,0.5,0.19
20232,27892,"29/4/2011 ",-75.149666666667,2.921111111111,650,133.7,10,6.8,8.03,61,21.5,57,0.5,0.1
20234,27573,"28/4/2011 ",-75.104611111111,3.910055555556,316,87.1,170,7.1,6.97,6550,27.4,5200,4.6,4.7
20235,27423,"30/4/2011 ",-75.118944444444,3.44325,340.273,126.9,77,7.1,7.59,1660,25.2,1240,1.4,1.3
20236,27689,"30/4/2011 ",-75.308527777778,2.942611111111,431.265,104.3,91,6.4,7.33,520,23.3,1170,0.85,0.38
20237,27965,"2/5/2011 ",-73.57025,5.878138888889,1720,367,230,5.7,7.86,5400,18.4,5870,8.8,5.8
20254,27809,"4/5/2011 ",-75.1155,3.361138888889,420,84.9,44,8,7.92,750,20.6,730,0.5,1.3
20255,27682,"2/5/2011 ",-73.292527777778,4.396222222222,275,65.6,15,6.5,7.53,260,26.4,330,0.5,0.23
20256,27674,"4/5/2011 ",-74.060777777778,5.6495,457,485,57,5.6,7.96,1040,25.8,740,2.7,1.6
20257,9170,"4/5/2011 ",-73.773055555556,7.451944444444,78,25.8,25,4.3,6.14,4.5,32.7,4.4,0.5,0.05
20258,9169,"4/5/2011 ",-73.778055555556,7.435555555556,78,27.1,26,4.7,6.95,4.5,29,3.9,0.5,0.05
20259,9167,"4/5/2011 ",-73.775833333333,7.471944444444,78,37.2,21,4.5,6.7,4.5,29.7,5.9,0.5,0.08
20260,9171,"4/5/2011 ",-73.776388888889,7.423611111111,78,21.7,28,4,6.9,4.5,31.9,4.3,0.5,0.08
20261,27783,"4/5/2011 ",-73.4,7.4,100,28.5,18,4.3,6.9,4.5,30.2,4.4,0.5,0.05
20262,27594,"2/5/2011 ",-72.716666666667,6.383333333333,1050,278,460,NA,8.93,12300,27.4,9780,12,12
20283,27578,"6/5/2011 ",-72.782222222222,6.000277777778,2200,194,40,NA,7.1,200,21.7,250,0.63,0.51
20284,27672,"8/5/2011 ",-76.5,3.2,964,69.6,10,6.7,5.89,120,22.8,94,0.5,0.15
20285,27936,"8/5/2011 ",-76.475383333333,3.451608333333,950.378,100.4,24.5,6.8,6.39,325,23,160,0.5,0.35
20286,27584,"11/5/2011 ",-73.266666666667,5.666666666667,2500,279,43,3.8,6.8,60,18.2,73,4.3,0.54
20287,27642,"12/5/2011 ",-73.677777777778,5.872777777778,1650,157.4,80,6.8,6.34,630,19.5,400,1.5,0.85
20289,27836,"12/5/2011 ",-76.949472222222,1.116138888889,2087,76,10,7,6.57,8,17.2,8.2,0.5,0.07
20326,27815,"16/5/2011 ",-73.128055555556,6.546666666667,1113,68.4,10,7.1,6.44,280,22.1,180,0.5,0.21
20342,27868,"15/5/2011 ",-68.362777777778,4.866111111111,80,17.34,15,5.7,6.9,43,27.8,45,0.5,0.08
20343,27708,"15/5/2011 ",-67.834166666667,4.956861111111,79,18.2,26,5.9,6.8,83,27.6,58,0.5,0.08
20344,27702,"16/5/2011 ",-67.919055555556,3.874416666667,100,19.88,35,5.1,4.63,7.5,27,15,0.5,0.05
20345,27935,"17/5/2011 ",-73.096666666667,6.734166666667,480,289,12,NA,7.44,15400,23.1,2200,17.3,19
20347,27586,"17/5/2011 ",-77.985138888889,1.206083333333,1259,84.4,14,7.5,7.1,11,21.3,7.7,0.5,0.05
20349,27690,"25/5/2011 ",-73.7875,7.244166666667,90,174.5,40,NA,6.52,910,25.2,720,0.5,0.91
20350,27789,"25/5/2011 ",-73.820805555556,8.666333333333,35.385,194,30,NA,7.74,600,28.3,650,0.5,0.57
20351,27952,"25/5/2011 ",-72.130111111111,2.889722222222,158,38.4,24,4.3,6.94,200,28.2,130,0.5,0.21
20352,27710,"26/5/2011 ",-73.211388888889,2.941666666667,199,68.4,22,5.6,6.94,210,27.3,110,0.5,0.25
20355,27574,"26/5/2011 ",-75.567361111111,2.463444444444,662.477,1122,44,8.1,7.7,830,22,410,2.1,0.96
20356,27556,"27/5/2011 ",-75.761555555556,2.45925,788.06,98.3,84.5,5.8,7,2197,19.5,930,2.05,1.4
20357,27863,"27/5/2011 ",-77.116666666667,1.15,2527,44.7,15,6.8,8.13,4.5,17.4,2,0.5,0.05
20358,27748,"27/5/2011 ",-68.354166666667,3.986111111111,94,20.27,22,5.6,6.66,180,27.2,170,0.5,0.23
20363,27630,"27/5/2011 ",-74.1,6.7,90,221,47,NA,7.51,1520,26.3,1120,2.2,1.7
20364,27616,"29/5/2011 ",-74.749527777778,5.292638888889,168,77,10,NA,7.63,450,24.4,220,0.5,0.33
20365,27842,"30/5/2011 ",-74.853333333333,4.891,252,114.1,19,NA,7.18,180,25.8,90,0.5,0.2
20366,27711,"30/5/2011 ",-74.661916666667,5.469222222222,172.17,150.7,36,NA,7.49,510,26.7,460,0.96,0.64
20367,27968,"27/5/2011 ",-75.286055555556,4.482055555556,1450,257,10,7.5,8.43,48,18.9,29,0.5,0.1
20368,27929,"30/5/2011 ",-75.239083333333,4.436166666667,1220,213,24,7.9,8.08,1020,21.8,990,0.5,0.94
20369,27577,"31/5/2011 ",-75.090611111111,4.301133333333,560,195.5,50,8.2,8.25,985,20.2,725,0.72,0.78
20370,27553,"27/5/2011 ",-74.971944444444,4.795083333333,470,88.1,10,NA,7.42,210,24.5,130,0.5,0.26
20374,8891,"30/5/2011 ",-77.292944444444,1.234333333333,2500,151.4,120,6.1,6.86,130,14.6,89,9.2,1.1
20375,27627,"30/5/2011 ",-73.668888888889,4.086083333333,432.552,56,10,6.6,6.05,29.5,25.1,37,0.5,0.13
20376,27668,"31/5/2011 ",-77.247777777778,1.201388888889,2740,45.1,29.5,6.9,6.95,25,16.1,25,0.5,0.11
20381,27641,"3/6/2011 ",-74.741111111111,5.203888888889,194,65.2,390,6.9,7.8,4610,24.8,2390,12,0.8
20382,27940,"1/6/2011 ",-77.157222222222,0.989722222222,2850,46.6,10,6,7.17,4.5,17.9,2,0.5,0.28
20383,27600,"2/6/2011 ",-77.300555555556,1.431944444444,1250,154.2,10,6.7,6.31,46,21.7,30,0.5,0.26
20395,27950,"3/6/2011 ",-72.291388888889,4.817,290,57.3,59,NA,6.82,1130,25.3,670,0.96,0.19
20396,27694,"4/6/2011 ",-72.412697222222,5.367547222222,374.65,79.9,10,8.8,7.96,110,22.6,100,0.5,0.19
20406,27724,"7/6/2011 ",-74.6775,6.279444444444,127,34.7,10,NA,7.47,21,24,23,0.5,0.07
20407,27821,"1/6/2011 ",-74.725555555556,5.730833333333,160,57.5,12,NA,7.09,90,29.1,88,0.5,0.08
20408,27705,"3/6/2011 ",-74.631555555556,5.760527777778,154,581,27,NA,7.16,450,25.5,390,0.78,0.09
20409,27758,"5/6/2011 ",-73.041111111111,6.989444444444,1000,89.8,87,9.2,8.29,750,17.7,780,1.2,0.05
20410,27684,"8/6/2011 ",-73.146444444444,7.166333333333,600,163.6,21.5,8.6,7.92,330,22.8,300,1.6,0.74
20411,27908,"6/6/2011 ",-75.544305555556,2.643805555556,575,119.1,11,6.7,7.3,160,24.7,180,0.5,0.29
20416,27634,"11/6/2011 ",-73.629222222222,4.799055555556,1645,50.1,11,7.5,6.51,59,18.5,53,0.5,0.16
20419,27904,"12/6/2011 ",-73.491833333333,4.780222222222,1920,61.3,10,7.9,6.02,140,16.9,140,0.5,0.15
20420,27787,"10/6/2011 ",-75.54125,5.712388888889,580,145.3,10,NA,8.16,45,25.4,47,0.5,0.38
20421,27587,"11/6/2011 ",-75.598722222222,5.73275,584.846,166.4,12,8,7.88,120,24.7,270,0.5,0.39
20422,29878,"13/6/2011 ",-75.633027777778,4.773888888889,1550,137.7,10,7.9,6.35,4.5,21.8,3,0.5,0.05
20438,29875,"13/6/2011 ",-73.392972222222,4.852833333333,1757,43,37,7.4,5.43,430,17.7,340,1.3,0.47
20439,27640,"14/6/2011 ",-72.936383333333,4.103019444444,177.417,80.2,18,6,7.07,1160,27.8,640,0.78,0.45
20440,27831,"17/6/2011 ",-75.892361111111,9.290333333333,3.89,126.2,10,4.8,7.18,130,29,160,0.5,0.06
20441,27589,"15/6/2011 ",-73.675472222222,2.974222222222,318,67,30,7.4,7.1,300,25.8,260,0.5,0.06
20442,27786,"18/6/2011 ",-73.246111111111,8.541111111111,360,128,10,8.2,7.27,110,25.2,88,0.5,0.28
20456,27825,"18/6/2011 ",-73.560555555556,7.578055555556,70,153.1,15,6,6.99,590,NA,460,0.5,0.05
20457,27966,"22/6/2011 ",-75.892416666667,8.751611111111,14.6,131.7,10,5.1,7.34,130,28,62,0.5,0.05
20458,8774,"23/6/2011 ",-75.648555555556,2.232361111111,710,83.1,10,7.9,8.24,55,20.2,160,0.5,0.19
20459,27633,"23/6/2011 ",-75.775361111111,2.02625,893,56,10,7.9,8.19,26,20.1,31,0.5,0.12
20462,8875,"20/6/2011 ",-72.650833333333,7.836388888889,270,148.9,35,7.1,8.19,2150,NA,1590,0.76,0.14
20463,8808,"21/6/2011 ",-77.478916666667,1.624055555556,391,187.8,18,6.3,6.93,230,25.6,260,0.5,0.07
20464,27681,"22/6/2011 ",-73.31825,8.197805555556,1220,103.2,10,7.8,7.33,48,21.4,33,0.5,0.14
20465,27704,"22/6/2011 ",-72.434722222222,8.350277777778,47,126.8,10,6.4,7.07,630,NA,570,0.5,0.05
20466,8799,"23/6/2011 ",-77.429361111111,1.594277777778,450,158,15,7.1,7.49,38,24.1,110,0.5,0.13
20467,27416,"23/6/2011 ",-72.417222222222,8.233611111111,70,367,11,6.4,7.34,300,NA,170,0.56,0.05
20468,27961,"23/6/2011 ",-76.349972222222,3.889611111111,941.929,145.4,10,3.2,6.52,130,24.6,72,0.5,0.21
20469,27963,"22/6/2011 ",-70.239111111111,1.259555555556,180,22.4,10,5.9,6.19,4.5,26.6,9.6,1.1,0.07
20474,27719,"24/6/2011 ",-75.819361111111,6.417416666667,534,137,10,7.6,7.74,420,25,690,0.5,0.34
20475,27794,"25/6/2011 ",-75.91525,5.856027777778,678,64.5,10,6.4,7.87,280,20.7,260,0.5,0.05
20481,29876,"29/6/2011 ",-75.417333333333,7.987972222222,39.97,115.3,10,5.8,7.19,300,28.5,320,0.5,0.05
20482,8803,"30/6/2011 ",-75.37125,2.566722222222,740,142.2,10,7.5,8.48,39,22.9,20,0.5,0.16
20483,27625,"30/6/2011 ",-73.7625,4.070194444444,575,120.2,16,9.1,7.37,490,20.3,380,0.5,0.05
20484,27965,"5/7/2011 ",-73.57025,5.878138888889,1720,385,15,6,7.88,22,17.3,31,0.5,0.09
20485,27573,"30/6/2011 ",-75.104611111111,3.910055555556,316,126,52,7.1,7,760,27,360,0.5,0.07
20486,27584,"6/7/2011 ",-73.266666666667,5.666666666667,2500,410,66,2.3,7.19,35,16.3,25,11,1.5
20490,29913,"6/7/2011 ",-73.699425,5.32845,2562.065,122.8,12,6.4,6.35,35,13.5,44,0.5,0.14
20493,27645,"7/7/2011 ",-75.379972222222,6.143388888889,2083,42,10,6.6,6.51,67.5,18.8,38.5,0.5,0.1
20494,27548,"7/7/2011 ",-74.838166666667,4.387861111111,251.79,151.6,55,6.6,7.4,680,24.7,770,1.8,0.14
20495,27789,"7/7/2011 ",-73.820805555556,8.666333333333,35.385,176.4,23,5.7,7.8,270,30.2,290,0.5,0.07
20496,27674,"11/7/2011 ",-74.060777777778,5.6495,457,514,10,6.2,7.74,170,26.4,120,0.5,0.23
20500,27889,"12/7/2011 ",-74.572916666667,5.192111111111,410,639,20,6.7,7.68,60,28.4,52,0.5,0.15
20501,27916,"13/7/2011 ",-74.4705,5.011305555556,790,918,16,7.5,7.34,100,23.2,110,0.5,0.12
20510,27690,"13/7/2011 ",-73.7875,7.244166666667,90,215,70,6.9,7.47,2520,25,2250,1.5,0.05
20511,27897,"14/7/2011 ",-74.447055555556,5.125305555556,620,481,10,7.7,6.99,32,23.4,32,0.5,0.06
20512,27926,"16/7/2011 ",-75.88275,4.892333333333,900.442,171.4,38,4.5,7.31,520,23.1,340,0.5,0.06
20513,27689,"15/7/2011 ",-75.308527777778,2.942611111111,431.265,94,17,6.8,7.49,71,22.1,100,0.5,0.16
20517,27682,"17/7/2011 ",-73.292527777778,4.396222222222,275,79.1,10,6.3,7.55,17,27.2,26,1.3,0.05
20524,27572,"19/7/2011 ",-76.533333333333,3.6,1122,65.4,14,NA,5.36,60,20.2,76,0.5,0.05
20527,27911,"21/7/2011 ",-76.033333333333,4.516666666667,907,162.7,24,4.4,6.09,220,28.1,170,0.74,0.19
20528,27731,"21/7/2011 ",-74.876833333333,3.328138888889,730,81.7,10,7.4,7.71,110,20.7,120,0.5,0.12
20529,27920,"21/7/2011 ",-75.665861111111,5.268111111111,745,170.73,21,6.5,7.64,370,24.8,220,0.5,0.06
20530,27560,"22/7/2011 ",-75.516666666667,5.016666666667,1500,222.3,73,7.1,7.9,380,21.4,250,1.6,0.11
20531,27732,"22/7/2011 ",-75.899388888889,4.757555555556,914,155.5,13,7.8,7.16,37,29.2,25,0.5,0.15
20532,8787,"25/7/2011 ",-73.595555555556,5.218611111111,2684,28.4,11.5,7.6,6.47,8.35,12.8,2,0.5,0.06
20533,8877,"25/7/2011 ",-73.613888888889,5.194722222222,2632,94.4,17,7.1,7.17,18,12.9,15,1.2,0.13
20534,8802,"25/7/2011 ",-73.916138888889,4.971916666667,2481,57.4,24,6.4,6.7,72,17,61,0.5,0.25
20535,8540,"25/7/2011 ",-74.083333333333,4.8,2571,306,38,2.2,6.96,28,18.1,29,3.5,0.73
20536,27423,"25/7/2011 ",-75.118944444444,3.44325,340.273,114.6,20,NA,7.66,140,24.3,120,0.5,0.32
20537,27764,"20/7/2011 ",-70.194333333333,6.295638888889,91,34.6,200,5.1,6.51,37,27.4,44,0.5,0.15
20538,27411,"22/7/2011 ",-68.441472222222,6.183555555556,67,41,23,6.1,6.6,280,28.3,250,0.5,0.35
20539,27701,"22/7/2011 ",-67.479583333333,6.176527777778,55,9,16,6.3,5.91,17,27.4,16,0.5,0.05
20540,8767,"26/7/2011 ",-74.266666666667,4.55,2538,499,150,NA,7.11,110,18.4,45,23,3.3
20541,8789,"26/7/2011 ",-74.439444444444,4.602111111111,712,508,230,5.8,7.95,410,22.3,82,28,4.4
20542,27597,"26/7/2011 ",-74.608527777778,4.454861111111,361,577,320,3.6,7.4,840,23.1,130,37,4.1
20543,27892,"27/7/2011 ",-75.149666666667,2.921111111111,650,130.9,64,7.8,8.13,9.6,20.5,2,0.5,0.05
20544,27882,"27/7/2011 ",-74.816666666667,4.283333333333,257,139,77,6.8,9.24,310,26.6,220,0.66,0.05
20545,8714,"27/7/2011 ",-74.776944444444,4.281944444444,359,117.8,21,7.4,7.64,310,25.1,220,0.5,0.58
20546,27717,"28/7/2011 ",-74.833333333333,4.3,425,579,71,2.6,7.38,240,24.4,170,17,2.7
20547,8876,"28/7/2011 ",-74.744444444444,4.248055555556,345,73.9,18,7.2,7.26,37,26.8,36,0.5,0.23
20548,8739,"28/7/2011 ",-74.620555555556,4.232555555556,405,63.4,10,7.4,7.42,20,24.8,18,0.5,0.2
20549,27642,"28/7/2011 ",-73.677777777778,5.872777777778,1650,255,51,7,6.75,37,18.5,43,2.2,0.31
20550,27809,"28/7/2011 ",-75.1155,3.361138888889,420,61.9,10,7.2,7.73,100,23.1,89,0.5,0.19
20552,27785,"28/7/2011 ",-76.662166666667,5.69,27,18.2,57,7.5,6.14,170,25.1,130,0.5,0.15
20576,27842,"29/7/2011 ",-74.853333333333,4.891,252,226,10,6.7,7.08,23,26.6,13,0.5,0.16
20577,27616,"31/7/2011 ",-74.749527777778,5.292638888889,168,76.1,21,7.1,7.17,410,27.8,200,0.5,0.59
20578,27711,"1/8/2011 ",-74.661916666667,5.469222222222,172.17,133.7,33,5.9,7.19,690,28,460,0.5,1
20579,27935,"2/8/2011 ",-73.096666666667,6.734166666667,480,283,52,7.4,8.13,1420,24.7,1670,1.3,1.8
20591,27553,"29/7/2011 ",-74.971944444444,4.795083333333,470,135.5,10,9,7.59,13,20.5,7.8,0.5,0.05
20592,27587,"1/8/2011 ",-75.598722222222,5.73275,584.846,159,44,7.1,9.3,640,24.2,420,2.4,0.7
20607,27705,"5/8/2011 ",-74.631555555556,5.760527777778,154,479,88,6.1,7.56,1590,31,1450,3.1,1.6
20608,27724,"7/8/2011 ",-74.6775,6.279444444444,127,49.7,10,6.9,7.63,19,26.5,15,0.5,0.05
20609,27815,"8/8/2011 ",-73.128055555556,6.546666666667,1113,93.1,10,6.6,6.66,8,25.2,8.3,0.5,0.05
20611,27758,"13/8/2011 ",-73.041111111111,6.989444444444,1000,97.3,10,7.7,7.81,40,20.1,39,0.5,0.1
